"﻿ORDER_NO";"SCHEDULE_ID";"BUILD_TYPE";"BUILD_SEQ";"PREV_BUILD_SEQ";"NEXT_BUILD_SEQ";"PANE";"COMP";"QTY";"WEIGHT";"MAT_ID";"GLASS_NAME";"STEP_NO";"NEXT_STEP_NO";"PREV_STEP_NO";"STEP_NAME";"PLAN_SEQ";"PLANNED_MACHINE";"WTIME";"CYCLE_TIME";"SCHEDULED_DATE";"PLANNED_SHIFT"
2578387;448448;2;2;0;1;1;0;50;7005;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.014;0.016;"16.12.2023";2
2578387;448448;2;3;0;1;2;0;50;5604;12308;"8ExtraClear Рязаньзак";1110;21001;"";"Резка СП (закаленное стекло)";25;1051;3;4;"15.12.2023";2
2578387;448448;2;3;0;1;2;0;50;5604;12308;"8ExtraClear Рязаньзак";21001;6700;1110;"МО Обработка кромки";26;2150;5.653;5.65;"16.12.2023";1
2578387;448448;2;3;0;1;2;0;50;5604;12308;"8ExtraClear Рязаньзак";6700;25000;21001;"Обратночитаемая маркировка";35;605;0.014;0.016;"16.12.2023";1
2578387;448448;2;3;0;1;2;0;50;5604;12308;"8ExtraClear Рязаньзак";25000;"";6700;"Термообработка";36;2500;5.486;5.49;"16.12.2023";2
2578387;448448;2;4;5;1;3;0;50;8871;96410;"MGLaminat 6NT6.4зак";3000;3002;"";"Сборка ламината";21;320;8.417;8.42;"14.12.2023";2
2578387;448448;2;4;5;1;3;0;50;8871;96410;"MGLaminat 6NT6.4зак";3002;6400;3000;"Ламинация";22;322;10.847;20;"15.12.2023";1
2578387;448448;2;4;5;1;3;0;50;8871;96410;"MGLaminat 6NT6.4зак";6400;"";3002;"Мойка стекла";45;604;6.542;6.54;"16.12.2023";1
2578387;448448;4;5;0;4;3;1;50;4203;30756;"6 мм LartaPro Premium T";11110;12001;"";"Резка комп ламината (СП закал)";1;1050;3;4;"12.12.2023";2
2578387;448448;4;5;0;4;3;1;50;4203;30756;"6 мм LartaPro Premium T";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;3.153;4;"13.12.2023";2
2578387;448448;4;5;0;4;3;1;50;4203;30756;"6 мм LartaPro Premium T";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.014;0.016;"13.12.2023";1
2578387;448448;4;5;0;4;3;1;50;4203;30756;"6 мм LartaPro Premium T";12500;"";6701;"Термообработка (на ламинат)";12;2520;6.653;6.65;"13.12.2023";2
2578387;448448;4;7;0;4;3;3;50;4203;12006;"6ExtraClear Larta Рязань";11110;12001;"";"Резка комп ламината (СП закал)";1;1051;3;4;"13.12.2023";2
2578387;448448;4;7;0;4;3;3;50;4203;12006;"6ExtraClear Larta Рязань";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;3.153;4;"13.12.2023";2
2578387;448448;4;7;0;4;3;3;50;4203;12006;"6ExtraClear Larta Рязань";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.014;0.016;"14.12.2023";1
2578387;448448;4;7;0;4;3;3;50;4203;12006;"6ExtraClear Larta Рязань";12500;"";6701;"Термообработка (на ламинат)";12;2520;4.111;5;"14.12.2023";1
2578387;448448;3;8;0;1;0;1;50;0;518;"";40000;"";"";"Гнутье рамки";49;4000;2.028;2.03;"16.12.2023";2
2578387;448448;3;9;0;1;0;2;50;0;526;"";40000;"";"";"Гнутье рамки";49;4000;2.028;2.03;"16.12.2023";2
2578387;448449;1;1;2;0;0;0;50;4791;"";"";50000;6100;"";"Сборка специальных с\п";47;5050;2.389;5;"18.12.2023";2
2578387;448449;1;1;2;0;0;0;50;4791;"";"";6100;55000;50000;"Сушка пакетов";50;601;0.028;36;"19.12.2023";1
2578387;448449;1;1;2;0;0;0;50;4791;"";"";55000;60000;6100;"Ящик";51;5500;0.028;0.03;"20.12.2023";2
2578387;448449;1;1;2;0;0;0;50;4791;"";"";60000;70000;55000;"Упаковка прочая";52;6000;0.069;4;"20.12.2023";2
2578387;448449;1;1;2;0;0;0;50;4791;"";"";70000;"";60000;"Погрузка";53;7000;0.278;0.28;"25.12.2023";1
2578387;448449;2;2;0;1;1;0;50;2994;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;2.333;4;"15.12.2023";2
2578387;448449;2;2;0;1;1;0;50;2994;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;3.25;4;"16.12.2023";1
2578387;448449;2;2;0;1;1;0;50;2994;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2540;3.222;5;"16.12.2023";2
2578387;448449;2;2;0;1;1;0;50;2994;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;9.611;12;"17.12.2023";1
2578387;448449;2;2;0;1;1;0;50;2994;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.014;0.016;"18.12.2023";1
2578387;448449;2;3;0;1;2;0;50;1796;12106;"6ExtraClear Larta Ряз MG";1110;21001;"";"Резка СП (закаленное стекло)";24;1051;1.278;4;"16.12.2023";2
2578387;448449;2;3;0;1;2;0;50;1796;12106;"6ExtraClear Larta Ряз MG";21001;2430;1110;"МО Обработка кромки";25;2150;2.125;4;"17.12.2023";1
2578387;448449;2;3;0;1;2;0;50;1796;12106;"6ExtraClear Larta Ряз MG";2430;25000;21001;"Покраска1";28;243;2.681;4;"17.12.2023";2
2578387;448449;2;3;0;1;2;0;50;1796;12106;"6ExtraClear Larta Ряз MG";25000;"";2430;"Термообработка";34;270;4.889;5;"18.12.2023";1
2578387;448449;3;4;0;1;0;1;50;0;526;"";40000;"";"";"Гнутье рамки";45;4000;1.292;1.29;"18.12.2023";1
2578387;448450;1;1;2;0;0;0;40;15664;"";"";50000;55000;"";"Сборка специальных с\п";51;5100;7.23;7.23;"18.12.2023";2
2578387;448450;1;1;2;0;0;0;40;15664;"";"";55000;60000;50000;"Ящик";54;5500;0.022;0.02;"19.12.2023";1
2578387;448450;1;1;2;0;0;0;40;15664;"";"";60000;70000;55000;"Упаковка прочая";55;6000;0.056;4;"19.12.2023";2
2578387;448450;1;1;2;0;0;0;40;15664;"";"";70000;"";60000;"Погрузка";56;7000;0.222;0.22;"23.12.2023";1
2578387;448450;2;2;0;1;1;0;40;5108;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;2.368;4;"15.12.2023";1
2578387;448450;2;2;0;1;1;0;40;5108;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;3.983;4;"15.12.2023";2
2578387;448450;2;2;0;1;1;0;40;5108;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2540;5.479;5.48;"15.12.2023";2
2578387;448450;2;2;0;1;1;0;40;5108;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;15.389;18;"16.12.2023";2
2578387;448450;2;2;0;1;1;0;40;5108;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.011;0.016;"18.12.2023";1
2578387;448450;2;3;0;1;2;0;40;4087;12308;"8ExtraClear Рязаньзак";1110;21001;"";"Резка СП (закаленное стекло)";25;1051;2.208;4;"17.12.2023";1
2578387;448450;2;3;0;1;2;0;40;4087;12308;"8ExtraClear Рязаньзак";21001;6700;1110;"МО Обработка кромки";26;2150;4.43;4.43;"17.12.2023";2
2578387;448450;2;3;0;1;2;0;40;4087;12308;"8ExtraClear Рязаньзак";6700;25000;21001;"Обратночитаемая маркировка";35;605;0.011;0.016;"17.12.2023";2
2578387;448450;2;3;0;1;2;0;40;4087;12308;"8ExtraClear Рязаньзак";25000;"";6700;"Термообработка";36;2500;4.011;5;"17.12.2023";2
2578387;448450;2;4;5;1;3;0;40;6469;96410;"MGLaminat 6NT6.4зак";3000;3002;"";"Сборка ламината";21;320;6.677;6.68;"17.12.2023";1
2578387;448450;2;4;5;1;3;0;40;6469;96410;"MGLaminat 6NT6.4зак";3002;6400;3000;"Ламинация";22;322;7.912;10;"17.12.2023";2
2578387;448450;2;4;5;1;3;0;40;6469;96410;"MGLaminat 6NT6.4зак";6400;"";3002;"Мойка стекла";45;604;4.772;4.77;"18.12.2023";1
2578387;448450;4;5;0;4;3;1;40;3065;30756;"6 мм LartaPro Premium T";11110;12001;"";"Резка комп ламината (СП закал)";1;1050;2.208;4;"15.12.2023";2
2578387;448450;4;5;0;4;3;1;40;3065;30756;"6 мм LartaPro Premium T";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;2.493;4;"16.12.2023";1
2578387;448450;4;5;0;4;3;1;40;3065;30756;"6 мм LartaPro Premium T";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.011;0.016;"16.12.2023";1
2578387;448450;4;5;0;4;3;1;40;3065;30756;"6 мм LartaPro Premium T";12500;"";6701;"Термообработка (на ламинат)";12;2530;4.857;5;"16.12.2023";2
2578387;448450;4;7;0;4;3;3;40;3065;12006;"6ExtraClear Larta Рязань";11110;12001;"";"Резка комп ламината (СП закал)";1;1051;2.208;4;"15.12.2023";2
2578387;448450;4;7;0;4;3;3;40;3065;12006;"6ExtraClear Larta Рязань";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;2.493;4;"16.12.2023";1
2578387;448450;4;7;0;4;3;3;40;3065;12006;"6ExtraClear Larta Рязань";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.011;0.016;"16.12.2023";1
2578387;448450;4;7;0;4;3;3;40;3065;12006;"6ExtraClear Larta Рязань";12500;"";6701;"Термообработка (на ламинат)";12;2530;2.995;5;"16.12.2023";2
2578387;448450;3;8;0;1;0;1;40;0;518;"";40000;"";"";"Гнутье рамки";49;4000;1.599;1.6;"18.12.2023";1
2578387;448450;3;9;0;1;0;2;40;0;526;"";40000;"";"";"Гнутье рамки";49;4000;1.599;1.6;"18.12.2023";1
2578387;448451;1;1;2;0;0;0;41;3646;"";"";50000;6100;"";"Сборка специальных с\п";47;5050;1.883;5;"18.12.2023";2
2578387;448451;1;1;2;0;0;0;41;3646;"";"";6100;55000;50000;"Сушка пакетов";50;601;0.023;36;"18.12.2023";2
2578387;448451;1;1;2;0;0;0;41;3646;"";"";55000;60000;6100;"Ящик";51;5500;0.023;0.02;"20.12.2023";1
2578387;448451;1;1;2;0;0;0;41;3646;"";"";60000;70000;55000;"Упаковка прочая";52;6000;0.057;4;"20.12.2023";2
2578387;448451;1;1;2;0;0;0;41;3646;"";"";70000;"";60000;"Погрузка";53;7000;0.228;0.23;"25.12.2023";1
2578387;448451;2;2;0;1;1;0;41;2279;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;1.784;4;"15.12.2023";2
2578387;448451;2;2;0;1;1;0;41;2279;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;2.475;4;"16.12.2023";1
2578387;448451;2;2;0;1;1;0;41;2279;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2540;2.451;5;"16.12.2023";1
2578387;448451;2;2;0;1;1;0;41;2279;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;7.274;12;"17.12.2023";1
2578387;448451;2;2;0;1;1;0;41;2279;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.011;0.016;"18.12.2023";1
2578387;448451;2;3;0;1;2;0;41;1367;12106;"6ExtraClear Larta Ряз MG";1110;21001;"";"Резка СП (закаленное стекло)";24;1051;0.969;4;"16.12.2023";2
2578387;448451;2;3;0;1;2;0;41;1367;12106;"6ExtraClear Larta Ряз MG";21001;2430;1110;"МО Обработка кромки";25;2150;1.636;4;"17.12.2023";1
2578387;448451;2;3;0;1;2;0;41;1367;12106;"6ExtraClear Larta Ряз MG";2430;25000;21001;"Покраска1";28;243;2.198;4;"17.12.2023";2
2578387;448451;2;3;0;1;2;0;41;1367;12106;"6ExtraClear Larta Ряз MG";25000;"";2430;"Термообработка";34;270;3.704;5;"18.12.2023";1
2578387;448451;3;4;0;1;0;1;41;0;526;"";40000;"";"";"Гнутье рамки";45;4000;1.028;1.03;"18.12.2023";1
2578392;448452;1;1;2;0;0;0;40;17184;"";"";50000;55000;"";"Сборка специальных с\п";51;5100;7.422;7.42;"19.12.2023";1
2578392;448452;1;1;2;0;0;0;40;17184;"";"";55000;60000;50000;"Ящик";54;5500;0.022;0.02;"19.12.2023";2
2578392;448452;1;1;2;0;0;0;40;17184;"";"";60000;70000;55000;"Упаковка прочая";55;6000;0.056;4;"19.12.2023";2
2578392;448452;1;1;2;0;0;0;40;17184;"";"";70000;"";60000;"Погрузка";56;7000;0.222;0.22;"23.12.2023";1
2578392;448452;2;2;0;1;1;0;40;5604;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;2.578;4;"15.12.2023";2
2578392;448452;2;2;0;1;1;0;40;5604;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;4.067;4.07;"15.12.2023";2
2578392;448452;2;2;0;1;1;0;40;5604;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2540;6;6;"16.12.2023";1
2578392;448452;2;2;0;1;1;0;40;5604;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;15.389;18;"17.12.2023";1
2578392;448452;2;2;0;1;1;0;40;5604;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.011;0.016;"18.12.2023";2
2578392;448452;2;3;0;1;2;0;40;4483;12308;"8ExtraClear Рязаньзак";1110;21001;"";"Резка СП (закаленное стекло)";25;1051;2.4;4;"17.12.2023";2
2578392;448452;2;3;0;1;2;0;40;4483;12308;"8ExtraClear Рязаньзак";21001;6700;1110;"МО Обработка кромки";26;2150;4.522;4.52;"17.12.2023";2
2578392;448452;2;3;0;1;2;0;40;4483;12308;"8ExtraClear Рязаньзак";6700;25000;21001;"Обратночитаемая маркировка";35;605;0.011;0.016;"18.12.2023";1
2578392;448452;2;3;0;1;2;0;40;4483;12308;"8ExtraClear Рязаньзак";25000;"";6700;"Термообработка";36;2520;4.389;5;"18.12.2023";1
2578392;448452;2;4;5;1;3;0;40;7096;96410;"MGLaminat 6NT6.4зак";3000;3002;"";"Сборка ламината";21;320;6.733;6.73;"17.12.2023";2
2578392;448452;2;4;5;1;3;0;40;7096;96410;"MGLaminat 6NT6.4зак";3002;6400;3000;"Ламинация";22;322;8.678;10;"17.12.2023";2
2578392;448452;2;4;5;1;3;0;40;7096;96410;"MGLaminat 6NT6.4зак";6400;"";3002;"Мойка стекла";45;604;5.233;5.23;"18.12.2023";1
2578392;448452;4;5;0;4;3;1;40;3363;30756;"6 мм LartaPro Premium T";11110;12001;"";"Резка комп ламината (СП закал)";1;1050;2.4;4;"16.12.2023";1
2578392;448452;4;5;0;4;3;1;40;3363;30756;"6 мм LartaPro Premium T";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;2.522;4;"16.12.2023";1
2578392;448452;4;5;0;4;3;1;40;3363;30756;"6 мм LartaPro Premium T";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.011;0.016;"16.12.2023";2
2578392;448452;4;5;0;4;3;1;40;3363;30756;"6 мм LartaPro Premium T";12500;"";6701;"Термообработка (на ламинат)";12;2530;5.322;5.32;"17.12.2023";1
2578392;448452;4;7;0;4;3;3;40;3363;12006;"6ExtraClear Larta Рязань";11110;12001;"";"Резка комп ламината (СП закал)";1;1051;2.4;4;"16.12.2023";1
2578392;448452;4;7;0;4;3;3;40;3363;12006;"6ExtraClear Larta Рязань";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;2.522;4;"16.12.2023";1
2578392;448452;4;7;0;4;3;3;40;3363;12006;"6ExtraClear Larta Рязань";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.011;0.016;"16.12.2023";2
2578392;448452;4;7;0;4;3;3;40;3363;12006;"6ExtraClear Larta Рязань";12500;"";6701;"Термообработка (на ламинат)";12;2530;3.289;5;"17.12.2023";1
2578392;448452;3;8;0;1;0;1;40;0;518;"";40000;"";"";"Гнутье рамки";49;4000;1.622;1.62;"18.12.2023";2
2578392;448452;3;9;0;1;0;2;40;0;526;"";40000;"";"";"Гнутье рамки";49;4000;1.622;1.62;"18.12.2023";2
2578392;448453;1;1;2;0;0;0;40;3533;"";"";50000;6100;"";"Сборка специальных с\п";47;5050;1.822;5;"18.12.2023";2
2578392;448453;1;1;2;0;0;0;40;3533;"";"";6100;55000;50000;"Сушка пакетов";50;601;0.022;36;"18.12.2023";2
2578392;448453;1;1;2;0;0;0;40;3533;"";"";55000;60000;6100;"Ящик";51;5500;0.022;0.02;"20.12.2023";1
2578392;448453;1;1;2;0;0;0;40;3533;"";"";60000;70000;55000;"Упаковка прочая";52;6000;0.056;4;"20.12.2023";2
2578392;448453;1;1;2;0;0;0;40;3533;"";"";70000;"";60000;"Погрузка";53;7000;0.222;0.22;"25.12.2023";1
2578392;448453;2;2;0;1;1;0;40;2208;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;1.733;4;"15.12.2023";2
2578392;448453;2;2;0;1;1;0;40;2208;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;2.467;4;"15.12.2023";2
2578392;448453;2;2;0;1;1;0;40;2208;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2530;2.367;5;"15.12.2023";2
2578392;448453;2;2;0;1;1;0;40;2208;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;7.689;12;"17.12.2023";1
2578392;448453;2;2;0;1;1;0;40;2208;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.011;0.016;"18.12.2023";1
2578392;448453;2;3;0;1;2;0;40;1325;12106;"6ExtraClear Larta Ряз MG";1110;21001;"";"Резка СП (закаленное стекло)";24;1051;0.933;4;"16.12.2023";2
2578392;448453;2;3;0;1;2;0;40;1325;12106;"6ExtraClear Larta Ряз MG";21001;2430;1110;"МО Обработка кромки";25;2150;1.633;4;"17.12.2023";1
2578392;448453;2;3;0;1;2;0;40;1325;12106;"6ExtraClear Larta Ряз MG";2430;25000;21001;"Покраска1";28;243;2.111;4;"17.12.2023";2
2578392;448453;2;3;0;1;2;0;40;1325;12106;"6ExtraClear Larta Ряз MG";25000;"";2430;"Термообработка";34;270;3.589;5;"18.12.2023";1
2578392;448453;3;4;0;1;0;1;40;0;526;"";40000;"";"";"Гнутье рамки";45;4000;1;1;"18.12.2023";1
2578392;448454;1;1;2;0;0;0;40;14122;"";"";50000;55000;"";"Сборка специальных с\п";51;5100;7.108;7.11;"20.12.2023";1
2578392;448454;1;1;2;0;0;0;40;14122;"";"";55000;60000;50000;"Ящик";54;5500;0.022;0.02;"20.12.2023";2
2578392;448454;1;1;2;0;0;0;40;14122;"";"";60000;70000;55000;"Упаковка прочая";55;6000;0.056;4;"20.12.2023";2
2578392;448454;1;1;2;0;0;0;40;14122;"";"";70000;"";60000;"Погрузка";56;7000;0.222;0.22;"24.12.2023";1
2578392;448454;2;2;0;1;1;0;40;4606;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;2.134;4;"16.12.2023";2
2578392;448454;2;2;0;1;1;0;40;4606;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;3.9;4;"17.12.2023";1
2578392;448454;2;2;0;1;1;0;40;4606;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2520;4.943;5;"17.12.2023";1
2578392;448454;2;2;0;1;1;0;40;4606;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;15.389;18;"18.12.2023";1
2578392;448454;2;2;0;1;1;0;40;4606;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.011;0.016;"19.12.2023";2
2578392;448454;2;3;0;1;2;0;40;3684;12308;"8ExtraClear Рязаньзак";1110;21001;"";"Резка СП (закаленное стекло)";25;1051;1.993;4;"18.12.2023";2
2578392;448454;2;3;0;1;2;0;40;3684;12308;"8ExtraClear Рязаньзак";21001;6700;1110;"МО Обработка кромки";26;2150;4.337;4.34;"18.12.2023";2
2578392;448454;2;3;0;1;2;0;40;3684;12308;"8ExtraClear Рязаньзак";6700;25000;21001;"Обратночитаемая маркировка";35;605;0.011;0.016;"19.12.2023";1
2578392;448454;2;3;0;1;2;0;40;3684;12308;"8ExtraClear Рязаньзак";25000;"";6700;"Термообработка";36;2500;3.619;5;"19.12.2023";1
2578392;448454;2;4;5;1;3;0;40;5832;96410;"MGLaminat 6NT6.4зак";3000;3002;"";"Сборка ламината";21;320;6.733;6.73;"18.12.2023";2
2578392;448454;2;4;5;1;3;0;40;5832;96410;"MGLaminat 6NT6.4зак";3002;6400;3000;"Ламинация";22;322;7.137;10;"18.12.2023";2
2578392;448454;2;4;5;1;3;0;40;5832;96410;"MGLaminat 6NT6.4зак";6400;"";3002;"Мойка стекла";45;604;4.306;4.31;"19.12.2023";1
2578392;448454;4;5;0;4;3;1;40;2763;30756;"6 мм LartaPro Premium T";11110;12001;"";"Резка комп ламината (СП закал)";1;1050;1.993;4;"17.12.2023";1
2578392;448454;4;5;0;4;3;1;40;2763;30756;"6 мм LartaPro Premium T";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;2.46;4;"17.12.2023";2
2578392;448454;4;5;0;4;3;1;40;2763;30756;"6 мм LartaPro Premium T";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.011;0.016;"17.12.2023";2
2578392;448454;4;5;0;4;3;1;40;2763;30756;"6 мм LartaPro Premium T";12500;"";6701;"Термообработка (на ламинат)";12;2520;4.367;5;"17.12.2023";2
2578392;448454;4;7;0;4;3;3;40;2763;12006;"6ExtraClear Larta Рязань";11110;12001;"";"Резка комп ламината (СП закал)";1;1051;1.993;4;"17.12.2023";1
2578392;448454;4;7;0;4;3;3;40;2763;12006;"6ExtraClear Larta Рязань";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;2.46;4;"17.12.2023";2
2578392;448454;4;7;0;4;3;3;40;2763;12006;"6ExtraClear Larta Рязань";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.011;0.016;"17.12.2023";2
2578392;448454;4;7;0;4;3;3;40;2763;12006;"6ExtraClear Larta Рязань";12500;"";6701;"Термообработка (на ламинат)";12;2520;2.695;5;"17.12.2023";2
2578392;448454;3;8;0;1;0;1;40;0;518;"";40000;"";"";"Гнутье рамки";49;4000;1.576;1.58;"19.12.2023";2
2578392;448454;3;9;0;1;0;2;40;0;526;"";40000;"";"";"Гнутье рамки";49;4000;1.576;1.58;"19.12.2023";2
2578392;448455;1;1;2;0;0;0;40;3522;"";"";50000;6100;"";"Сборка специальных с\п";47;5050;1.821;5;"19.12.2023";2
2578392;448455;1;1;2;0;0;0;40;3522;"";"";6100;55000;50000;"Сушка пакетов";50;601;0.022;36;"19.12.2023";2
2578392;448455;1;1;2;0;0;0;40;3522;"";"";55000;60000;6100;"Ящик";51;5500;0.022;0.02;"21.12.2023";1
2578392;448455;1;1;2;0;0;0;40;3522;"";"";60000;70000;55000;"Упаковка прочая";52;6000;0.056;4;"21.12.2023";2
2578392;448455;1;1;2;0;0;0;40;3522;"";"";70000;"";60000;"Погрузка";53;7000;0.222;0.22;"26.12.2023";1
2578392;448455;2;2;0;1;1;0;40;2201;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;1.728;4;"16.12.2023";2
2578392;448455;2;2;0;1;1;0;40;2201;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;2.453;4;"17.12.2023";1
2578392;448455;2;2;0;1;1;0;40;2201;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2520;2.359;5;"17.12.2023";1
2578392;448455;2;2;0;1;1;0;40;2201;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;7.593;12;"18.12.2023";1
2578392;448455;2;2;0;1;1;0;40;2201;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.011;0.016;"19.12.2023";1
2578392;448455;2;3;0;1;2;0;40;1321;12106;"6ExtraClear Larta Ряз MG";1110;21001;"";"Резка СП (закаленное стекло)";24;1051;0.932;4;"17.12.2023";2
2578392;448455;2;3;0;1;2;0;40;1321;12106;"6ExtraClear Larta Ряз MG";21001;2430;1110;"МО Обработка кромки";25;2150;1.626;4;"18.12.2023";1
2578392;448455;2;3;0;1;2;0;40;1321;12106;"6ExtraClear Larta Ряз MG";2430;25000;21001;"Покраска1";28;243;2.111;4;"18.12.2023";2
2578392;448455;2;3;0;1;2;0;40;1321;12106;"6ExtraClear Larta Ряз MG";25000;"";2430;"Термообработка";34;270;3.576;5;"19.12.2023";1
2578392;448455;3;4;0;1;0;1;40;0;526;"";40000;"";"";"Гнутье рамки";45;4000;0.999;1;"19.12.2023";1
2578392;448457;1;1;2;0;0;0;50;6240;"";"";50000;6100;"";"Сборка специальных с\п";47;5050;2.711;5;"19.12.2023";2
2578392;448457;1;1;2;0;0;0;50;6240;"";"";6100;55000;50000;"Сушка пакетов";50;601;0.028;36;"19.12.2023";2
2578392;448457;1;1;2;0;0;0;50;6240;"";"";55000;60000;6100;"Ящик";51;5500;0.028;0.03;"21.12.2023";1
2578392;448457;1;1;2;0;0;0;50;6240;"";"";60000;70000;55000;"Упаковка прочая";52;6000;0.069;4;"21.12.2023";1
2578392;448457;1;1;2;0;0;0;50;6240;"";"";70000;"";60000;"Погрузка";53;7000;0.278;0.28;"26.12.2023";1
2578392;448457;2;2;0;1;1;0;50;3900;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;3.033;4;"16.12.2023";1
2578392;448457;2;2;0;1;1;0;50;3900;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;3.7;4;"16.12.2023";2
2578392;448457;2;2;0;1;1;0;50;3900;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2540;4.186;5;"16.12.2023";2
2578392;448457;2;2;0;1;1;0;50;3900;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;12.114;18;"17.12.2023";2
2578392;448457;2;2;0;1;1;0;50;3900;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.014;0.016;"19.12.2023";1
